"eventID","measurementType","measurementValue"
"1041","broine","1.15"
"1041","forb.cover","27.2"
"1041","ave.forb.richness.quad","3.84"
"1041","max.forb.richness.quad","10"
"1041","forb.veg.richness","38"
"1041","forb.veg.shannon","2.91"
"1041","forb.veg.simpson","12.16"
"1041","forb.veg.even","0.8"
"1041","ratio.invasive.grass.to.forbs","1.33"
"1049","litter","35.77"
"1049","litter.depth","11.76"
"1049","poapra","23.8"
"1049","broine","2.2"
"1049","forb.cover","37.7"
"1049","ave.forb.richness.quad","3.88"
"1049","max.forb.richness.quad","11"
"1049","forb.veg.richness","45"
"1049","forb.veg.shannon","2.46"
"1049","forb.veg.simpson","5.73"
"1049","forb.veg.even","0.65"
"1049","ratio.invasive.grass.to.forbs","0.69"
"1239","litter","24.65"
"1239","litter.depth","1.89"
"1239","poapra","38.25"
"1239","broine","3.1"
"1239","forb.cover","59.95"
"1239","ave.forb.richness.quad","4.28"
"1239","max.forb.richness.quad","10"
"1239","forb.veg.richness","27"
"1239","forb.veg.shannon","2.67"
"1239","forb.veg.simpson","10.85"
"1239","forb.veg.even","0.81"
"1239","ratio.invasive.grass.to.forbs","0.69"
"1115","litter","33.95"
"1115","litter.depth","2.28"
"1115","poapra","34.45"
"1115","broine","1.25"
"1115","forb.cover","25.9"
"1115","ave.forb.richness.quad","4.4"
"1115","max.forb.richness.quad","10"
"1115","forb.veg.richness","40"
"1115","forb.veg.shannon","2.48"
"1115","forb.veg.simpson","6.01"
"1115","forb.veg.even","0.67"
"1115","ratio.invasive.grass.to.forbs","1.38"
"1237","litter","41.84"
"1237","litter.depth","3.24"
"1237","poapra","31.95"
"1237","broine","23.1"
"1237","forb.cover","22.75"
"1237","ave.forb.richness.quad","3.68"
"1237","max.forb.richness.quad","8"
"1237","forb.veg.richness","25"
"1237","forb.veg.shannon","2.52"
"1237","forb.veg.simpson","8.49"
"1237","forb.veg.even","0.78"
"1237","ratio.invasive.grass.to.forbs","2.42"
"1119","litter","20.97"
"1119","litter.depth","1.4"
"1119","poapra","31.75"
"1119","broine","0"
"1119","forb.cover","18.55"
"1119","ave.forb.richness.quad","3.34"
"1119","max.forb.richness.quad","6"
"1119","forb.veg.richness","35"
"1119","forb.veg.shannon","2.68"
"1119","forb.veg.simpson","8.93"
"1119","forb.veg.even","0.75"
"1119","ratio.invasive.grass.to.forbs","1.71"
"1111","litter","55"
"1111","litter.depth","5.56"
"1111","poapra","11.7"
"1111","broine","19.45"
"1111","forb.cover","8.95"
"1111","ave.forb.richness.quad","1.72"
"1111","max.forb.richness.quad","7"
"1111","forb.veg.richness","17"
"1111","forb.veg.shannon","1.28"
"1111","forb.veg.simpson","1.89"
"1111","forb.veg.even","0.45"
"1111","ratio.invasive.grass.to.forbs","3.48"
"1113","litter","57.1"
"1113","litter.depth","5.22"
"1113","poapra","3.35"
"1113","broine","10.5"
"1113","forb.cover","10.6"
"1113","ave.forb.richness.quad","1.9"
"1113","max.forb.richness.quad","5"
"1113","forb.veg.richness","13"
"1113","forb.veg.shannon","1.31"
"1113","forb.veg.simpson","2.26"
"1113","forb.veg.even","0.51"
"1113","ratio.invasive.grass.to.forbs","1.31"
"1045","litter","27.1"
"1045","litter.depth","5.47"
"1045","poapra","41.75"
"1045","broine","10.95"
"1045","forb.cover","33.65"
"1045","ave.forb.richness.quad","4.28"
"1045","max.forb.richness.quad","12"
"1045","forb.veg.richness","42"
"1045","forb.veg.shannon","2.64"
"1045","forb.veg.simpson","7.68"
"1045","forb.veg.even","0.71"
"1045","ratio.invasive.grass.to.forbs","1.57"
"1121","litter","19.1"
"1121","litter.depth","1.96"
"1121","poapra","26.1"
"1121","broine","0.7"
"1121","forb.cover","13.5"
"1121","ave.forb.richness.quad","3.26"
"1121","max.forb.richness.quad","7"
"1121","forb.veg.richness","29"
"1121","forb.veg.shannon","2.7"
"1121","forb.veg.simpson","10.28"
"1121","forb.veg.even","0.8"
"1121","ratio.invasive.grass.to.forbs","1.99"
"1123","litter","33"
"1123","litter.depth","2.94"
"1123","poapra","39.05"
"1123","broine","5.3"
"1123","forb.cover","14.45"
"1123","ave.forb.richness.quad","3.84"
"1123","max.forb.richness.quad","8"
"1123","forb.veg.richness","32"
"1123","forb.veg.shannon","2.8"
"1123","forb.veg.simpson","10.25"
"1123","forb.veg.even","0.81"
"1123","ratio.invasive.grass.to.forbs","3.07"
"1097","litter","37.28"
"1097","litter.depth","4.42"
"1097","poapra","10.65"
"1097","broine","4.45"
"1097","forb.cover","28.15"
"1097","ave.forb.richness.quad","3.12"
"1097","max.forb.richness.quad","7"
"1097","forb.veg.richness","23"
"1097","forb.veg.shannon","2.18"
"1097","forb.veg.simpson","5.76"
"1097","forb.veg.even","0.69"
"1097","ratio.invasive.grass.to.forbs","0.54"
"1039","litter","37.3"
"1039","litter.depth","6.49"
"1039","poapra","57.8"
"1039","broine","3.15"
"1039","forb.cover","26.85"
"1039","ave.forb.richness.quad","2.96"
"1039","max.forb.richness.quad","6"
"1039","forb.veg.richness","30"
"1039","forb.veg.shannon","2.34"
"1039","forb.veg.simpson","5.16"
"1039","forb.veg.even","0.69"
"1039","ratio.invasive.grass.to.forbs","2.27"
"1195","litter","23.1"
"1195","litter.depth","4.66"
"1195","poapra","6.4"
"1195","broine","15.55"
"1195","forb.cover","10.15"
"1195","ave.forb.richness.quad","2.48"
"1195","max.forb.richness.quad","6"
"1195","forb.veg.richness","10"
"1195","forb.veg.shannon","2.04"
"1195","forb.veg.simpson","6.47"
"1195","forb.veg.even","0.89"
"1195","ratio.invasive.grass.to.forbs","2.16"
"1011","litter","59.2"
"1011","litter.depth","6.24"
"1011","poapra","40.8"
"1011","broine","4.8"
"1011","forb.cover","42.65"
"1011","ave.forb.richness.quad","6.14"
"1011","max.forb.richness.quad","12"
"1011","forb.veg.richness","37"
"1011","forb.veg.shannon","2.71"
"1011","forb.veg.simpson","8.96"
"1011","forb.veg.even","0.75"
"1011","ratio.invasive.grass.to.forbs","1.07"
"0987","litter","45.85"
"0987","litter.depth","11.6"
"0987","poapra","6.25"
"0987","broine","38.25"
"0987","forb.cover","27.8"
"0987","ave.forb.richness.quad","2.5"
"0987","max.forb.richness.quad","5"
"0987","forb.veg.richness","10"
"0987","forb.veg.shannon","1.27"
"0987","forb.veg.simpson","2.64"
"0987","forb.veg.even","0.55"
"0987","ratio.invasive.grass.to.forbs","1.6"
"1021","litter","22.4"
"1021","litter.depth","9.32"
"1021","poapra","58.95"
"1021","broine","9.8"
"1021","forb.cover","51.55"
"1021","ave.forb.richness.quad","5.52"
"1021","max.forb.richness.quad","12"
"1021","forb.veg.richness","48"
"1021","forb.veg.shannon","3"
"1021","forb.veg.simpson","11.19"
"1021","forb.veg.even","0.78"
"1021","ratio.invasive.grass.to.forbs","1.33"
"1093","litter","28.6"
"1093","litter.depth","2.44"
"1093","poapra","1.4"
"1093","broine","6"
"1093","forb.cover","7.15"
"1093","ave.forb.richness.quad","2.04"
"1093","max.forb.richness.quad","5"
"1093","forb.veg.richness","13"
"1093","forb.veg.shannon","2.1"
"1093","forb.veg.simpson","6.03"
"1093","forb.veg.even","0.82"
"1093","ratio.invasive.grass.to.forbs","1.03"
"1057","litter","41.33"
"1057","litter.depth","13.38"
"1057","poapra","31.7"
"1057","broine","20.85"
"1057","forb.cover","65.3"
"1057","ave.forb.richness.quad","5.62"
"1057","max.forb.richness.quad","11"
"1057","forb.veg.richness","38"
"1057","forb.veg.shannon","2.59"
"1057","forb.veg.simpson","8.33"
"1057","forb.veg.even","0.71"
"1057","ratio.invasive.grass.to.forbs","0.8"
"1031","litter","31.45"
"1031","litter.depth","7.04"
"1031","poapra","14.55"
"1031","broine","0.8"
"1031","forb.cover","28.15"
"1031","ave.forb.richness.quad","4.6"
"1031","max.forb.richness.quad","12"
"1031","forb.veg.richness","39"
"1031","forb.veg.shannon","3.07"
"1031","forb.veg.simpson","15.64"
"1031","forb.veg.even","0.84"
"1031","ratio.invasive.grass.to.forbs","0.55"
"1129","litter","17.3"
"1129","litter.depth","1.33"
"1129","poapra","34.35"
"1129","broine","0"
"1129","forb.cover","25.5"
"1129","ave.forb.richness.quad","4.74"
"1129","max.forb.richness.quad","13"
"1129","forb.veg.richness","48"
"1129","forb.veg.shannon","2.94"
"1129","forb.veg.simpson","11.92"
"1129","forb.veg.even","0.76"
"1129","ratio.invasive.grass.to.forbs","1.35"
"1131","litter","39.1"
"1131","litter.depth","2.56"
"1131","poapra","23.25"
"1131","broine","0"
"1131","forb.cover","32.6"
"1131","ave.forb.richness.quad","5.94"
"1131","max.forb.richness.quad","11"
"1131","forb.veg.richness","37"
"1131","forb.veg.shannon","2.63"
"1131","forb.veg.simpson","7.03"
"1131","forb.veg.even","0.73"
"1131","ratio.invasive.grass.to.forbs","0.71"
"1211","litter","48.2"
"1211","litter.depth","5.86"
"1211","poapra","18.6"
"1211","broine","6.65"
"1211","forb.cover","78.35"
"1211","ave.forb.richness.quad","5.18"
"1211","max.forb.richness.quad","9"
"1211","forb.veg.richness","25"
"1211","forb.veg.shannon","2.65"
"1211","forb.veg.simpson","11.93"
"1211","forb.veg.even","0.82"
"1211","ratio.invasive.grass.to.forbs","0.32"
"1231","litter","32.01"
"1231","litter.depth","2.9"
"1231","poapra","34.25"
"1231","broine","0"
"1231","forb.cover","45.45"
"1231","ave.forb.richness.quad","5.2"
"1231","max.forb.richness.quad","9"
"1231","forb.veg.richness","32"
"1231","forb.veg.shannon","2.74"
"1231","forb.veg.simpson","10.81"
"1231","forb.veg.even","0.79"
"1231","ratio.invasive.grass.to.forbs","0.75"
"1229","litter","83.25"
"1229","litter.depth","5.5"
"1229","poapra","57.5"
"1229","broine","20.4"
"1229","forb.cover","61.85"
"1229","ave.forb.richness.quad","4.44"
"1229","max.forb.richness.quad","9"
"1229","forb.veg.richness","26"
"1229","forb.veg.shannon","2.53"
"1229","forb.veg.simpson","9.17"
"1229","forb.veg.even","0.78"
"1229","ratio.invasive.grass.to.forbs","1.26"
"1103","litter","19.5"
"1103","litter.depth","4.28"
"1103","poapra","2"
"1103","broine","1.25"
"1103","forb.cover","25.6"
"1103","ave.forb.richness.quad","5.66"
"1103","max.forb.richness.quad","10"
"1103","forb.veg.richness","19"
"1103","forb.veg.shannon","2.44"
"1103","forb.veg.simpson","8.4"
"1103","forb.veg.even","0.83"
"1103","ratio.invasive.grass.to.forbs","0.13"
"1003","litter","73.35"
"1003","litter.depth","8.7"
"1003","poapra","27.95"
"1003","broine","2.15"
"1003","forb.cover","53.15"
"1003","ave.forb.richness.quad","5.24"
"1003","max.forb.richness.quad","11"
"1003","forb.veg.richness","39"
"1003","forb.veg.shannon","2.73"
"1003","forb.veg.simpson","10.3"
"1003","forb.veg.even","0.75"
"1003","ratio.invasive.grass.to.forbs","0.57"
"1201","litter","16.35"
"1201","litter.depth","3.86"
"1201","poapra","5.8"
"1201","broine","9.3"
"1201","forb.cover","5.3"
"1201","ave.forb.richness.quad","1.76"
"1201","max.forb.richness.quad","6"
"1201","forb.veg.richness","13"
"1201","forb.veg.shannon","2.03"
"1201","forb.veg.simpson","6.22"
"1201","forb.veg.even","0.79"
"1201","ratio.invasive.grass.to.forbs","2.85"
"1199","litter","47.81"
"1199","litter.depth","4.74"
"1199","poapra","22.95"
"1199","broine","29.5"
"1199","forb.cover","14.75"
"1199","ave.forb.richness.quad","3.16"
"1199","max.forb.richness.quad","9"
"1199","forb.veg.richness","23"
"1199","forb.veg.shannon","2.27"
"1199","forb.veg.simpson","6.12"
"1199","forb.veg.even","0.72"
"1199","ratio.invasive.grass.to.forbs","3.56"
"1269","litter","44.5"
"1269","litter.depth","5.14"
"1269","poapra","30"
"1269","broine","3.7"
"1269","forb.cover","30"
"1269","ave.forb.richness.quad","2.7"
"1269","max.forb.richness.quad","7"
"1269","forb.veg.richness","16"
"1269","forb.veg.shannon","2.06"
"1269","forb.veg.simpson","6.13"
"1269","forb.veg.even","0.74"
"1269","ratio.invasive.grass.to.forbs","1.12"
"1213","litter","31.3"
"1213","litter.depth","6.64"
"1213","poapra","19.3"
"1213","broine","15.3"
"1213","forb.cover","30"
"1213","ave.forb.richness.quad","2.36"
"1213","max.forb.richness.quad","6"
"1213","forb.veg.richness","18"
"1213","forb.veg.shannon","1.77"
"1213","forb.veg.simpson","3.88"
"1213","forb.veg.even","0.61"
"1213","ratio.invasive.grass.to.forbs","1.15"
"1051","litter","37.55"
"1051","litter.depth","9.44"
"1051","poapra","0.65"
"1051","broine","16.55"
"1051","forb.cover","33.2"
"1051","ave.forb.richness.quad","1.26"
"1051","max.forb.richness.quad","2"
"1051","forb.veg.richness","6"
"1051","forb.veg.shannon","0.33"
"1051","forb.veg.simpson","1.17"
"1051","forb.veg.even","0.19"
"1051","ratio.invasive.grass.to.forbs","0.52"
"0999","litter","41.67"
"0999","litter.depth","3.29"
"0999","poapra","52.2"
"0999","broine","5.05"
"0999","forb.cover","70.55"
"0999","ave.forb.richness.quad","6.58"
"0999","max.forb.richness.quad","14"
"0999","forb.veg.richness","32"
"0999","forb.veg.shannon","2.78"
"0999","forb.veg.simpson","12.58"
"0999","forb.veg.even","0.8"
"0999","ratio.invasive.grass.to.forbs","0.81"
"0995","litter","64.2"
"0995","litter.depth","5.72"
"0995","poapra","46.7"
"0995","broine","3.8"
"0995","forb.cover","20"
"0995","ave.forb.richness.quad","3.54"
"0995","max.forb.richness.quad","9"
"0995","forb.veg.richness","27"
"0995","forb.veg.shannon","2.69"
"0995","forb.veg.simpson","10"
"0995","forb.veg.even","0.82"
"0995","ratio.invasive.grass.to.forbs","2.53"
"0997","litter","52.9"
"0997","litter.depth","5.18"
"0997","poapra","49.3"
"0997","broine","0.25"
"0997","forb.cover","63.4"
"0997","ave.forb.richness.quad","6.88"
"0997","max.forb.richness.quad","15"
"0997","forb.veg.richness","39"
"0997","forb.veg.shannon","2.57"
"0997","forb.veg.simpson","7.04"
"0997","forb.veg.even","0.7"
"0997","ratio.invasive.grass.to.forbs","0.78"
"1105","litter","32.2"
"1105","litter.depth","4.38"
"1105","poapra","5.25"
"1105","broine","31.4"
"1105","forb.cover","24.55"
"1105","ave.forb.richness.quad","3.7"
"1105","max.forb.richness.quad","7"
"1105","forb.veg.richness","16"
"1105","forb.veg.shannon","1.89"
"1105","forb.veg.simpson","4.95"
"1105","forb.veg.even","0.68"
"1105","ratio.invasive.grass.to.forbs","1.49"
"1029","litter","27.01"
"1029","litter.depth","3.82"
"1029","poapra","22"
"1029","broine","5.05"
"1029","forb.cover","45.3"
"1029","ave.forb.richness.quad","5.62"
"1029","max.forb.richness.quad","10"
"1029","forb.veg.richness","42"
"1029","forb.veg.shannon","2.93"
"1029","forb.veg.simpson","12.93"
"1029","forb.veg.even","0.78"
"1029","ratio.invasive.grass.to.forbs","0.6"
"1137","litter","37.8"
"1137","litter.depth","3.4"
"1137","poapra","13.9"
"1137","broine","2.4"
"1137","forb.cover","22.05"
"1137","ave.forb.richness.quad","4.42"
"1137","max.forb.richness.quad","10"
"1137","forb.veg.richness","41"
"1137","forb.veg.shannon","2.99"
"1137","forb.veg.simpson","11.98"
"1137","forb.veg.even","0.81"
"1137","ratio.invasive.grass.to.forbs","0.74"
"1133","litter","34.85"
"1133","litter.depth","4.76"
"1133","poapra","18.3"
"1133","broine","4"
"1133","forb.cover","22.5"
"1133","ave.forb.richness.quad","3.64"
"1133","max.forb.richness.quad","9"
"1133","forb.veg.richness","37"
"1133","forb.veg.shannon","2.91"
"1133","forb.veg.simpson","13.09"
"1133","forb.veg.even","0.81"
"1133","ratio.invasive.grass.to.forbs","0.99"
"1135","litter","23.3"
"1135","litter.depth","1.72"
"1135","poapra","8.45"
"1135","broine","0"
"1135","forb.cover","16.9"
"1135","ave.forb.richness.quad","4"
"1135","max.forb.richness.quad","8"
"1135","forb.veg.richness","40"
"1135","forb.veg.shannon","2.97"
"1135","forb.veg.simpson","11.47"
"1135","forb.veg.even","0.81"
"1135","ratio.invasive.grass.to.forbs","0.5"
"0989","litter","71.15"
"0989","litter.depth","7.06"
"0989","poapra","51.95"
"0989","broine","1.65"
"0989","forb.cover","30"
"0989","ave.forb.richness.quad","5.74"
"0989","max.forb.richness.quad","11"
"0989","forb.veg.richness","27"
"0989","forb.veg.shannon","2.63"
"0989","forb.veg.simpson","10.51"
"0989","forb.veg.even","0.8"
"0989","ratio.invasive.grass.to.forbs","1.79"
"1143","litter","42.35"
"1143","litter.depth","3.58"
"1143","poapra","14.7"
"1143","broine","3.6"
"1143","forb.cover","32.8"
"1143","ave.forb.richness.quad","4.04"
"1143","max.forb.richness.quad","10"
"1143","forb.veg.richness","37"
"1143","forb.veg.shannon","1.66"
"1143","forb.veg.simpson","2.16"
"1143","forb.veg.even","0.46"
"1143","ratio.invasive.grass.to.forbs","0.56"
"1139","litter","40.25"
"1139","litter.depth","3.34"
"1139","poapra","14.4"
"1139","broine","0.05"
"1139","forb.cover","18.25"
"1139","ave.forb.richness.quad","4.22"
"1139","max.forb.richness.quad","8"
"1139","forb.veg.richness","35"
"1139","forb.veg.shannon","3.01"
"1139","forb.veg.simpson","15.61"
"1139","forb.veg.even","0.85"
"1139","ratio.invasive.grass.to.forbs","0.79"
"1193","litter","22.75"
"1193","litter.depth","2.54"
"1193","poapra","34.85"
"1193","broine","5.6"
"1193","forb.cover","32.75"
"1193","ave.forb.richness.quad","7.24"
"1193","max.forb.richness.quad","13"
"1193","forb.veg.richness","42"
"1193","forb.veg.shannon","2.69"
"1193","forb.veg.simpson","8.24"
"1193","forb.veg.even","0.72"
"1193","ratio.invasive.grass.to.forbs","1.24"
"1189","litter","6.55"
"1189","litter.depth","2.44"
"1189","poapra","2.9"
"1189","broine","8.1"
"1189","forb.cover","11"
"1189","ave.forb.richness.quad","1.9"
"1189","max.forb.richness.quad","5"
"1189","forb.veg.richness","14"
"1189","forb.veg.shannon","2.04"
"1189","forb.veg.simpson","5.56"
"1189","forb.veg.even","0.77"
"1189","ratio.invasive.grass.to.forbs","1"
"0985","litter","69.55"
"0985","litter.depth","6.88"
"0985","poapra","24.95"
"0985","broine","32.9"
"0985","forb.cover","68.65"
"0985","ave.forb.richness.quad","6.08"
"0985","max.forb.richness.quad","11"
"0985","forb.veg.richness","32"
"0985","forb.veg.shannon","2.54"
"0985","forb.veg.simpson","8.64"
"0985","forb.veg.even","0.73"
"0985","ratio.invasive.grass.to.forbs","0.84"
"0981","litter","59.45"
"0981","litter.depth","4.8"
"0981","poapra","53.3"
"0981","broine","13.9"
"0981","forb.cover","18.4"
"0981","ave.forb.richness.quad","3.2"
"0981","max.forb.richness.quad","9"
"0981","forb.veg.richness","32"
"0981","forb.veg.shannon","2.45"
"0981","forb.veg.simpson","5.8"
"0981","forb.veg.even","0.71"
"0981","ratio.invasive.grass.to.forbs","3.65"
"0957","litter","73.4"
"0957","litter.depth","3.58"
"0957","poapra","33.1"
"0957","broine","0.8"
"0957","forb.cover","37"
"0957","ave.forb.richness.quad","5.08"
"0957","max.forb.richness.quad","12"
"0957","forb.veg.richness","28"
"0957","forb.veg.shannon","2.57"
